,id,date,home_team_score,period,postseason,season,status,time,visitor_team_score,home_team_id,home_team_abbreviation,home_team_city,home_team_conference,home_team_division,home_team_full_name,home_team_name,visitor_team_id,visitor_team_abbreviation,visitor_team_city,visitor_team_conference,visitor_team_division,visitor_team_full_name,visitor_team_name,win_team,loss_team
0,47179,2019-01-30T00:00:00.000Z,126,4,False,2018,Final, ,94,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,Boston Celtics,Charlotte Hornets
1,48751,2019-02-09T00:00:00.000Z,112,4,False,2018,Final,     ,123,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,13,LAC,LA,West,Pacific,LA Clippers,Clippers,LA Clippers,Boston Celtics
2,48739,2019-02-08T00:00:00.000Z,117,4,False,2018,Final,     ,110,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,Philadelphia 76ers,Denver Nuggets
3,48740,2019-02-08T00:00:00.000Z,119,4,False,2018,Final,     ,106,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,Washington Wizards,Cleveland Cavaliers
4,48746,2019-02-08T00:00:00.000Z,102,4,False,2018,Final,     ,96,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,16,MIA,Miami,East,Southeast,Miami Heat,Heat,Sacramento Kings,Miami Heat
5,48762,2019-02-11T00:00:00.000Z,121,4,False,2018,Final,     ,112,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,Detroit Pistons,Washington Wizards
6,48745,2019-02-08T00:00:00.000Z,122,4,False,2018,Final,     ,117,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,New Orleans Pelicans,Minnesota Timberwolves
7,48748,2019-02-09T00:00:00.000Z,105,4,False,2018,Final,     ,90,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,Indiana Pacers,Cleveland Cavaliers
8,48749,2019-02-09T00:00:00.000Z,120,4,False,2018,Final,     ,129,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,Charlotte Hornets,Atlanta Hawks
9,48747,2019-02-09T00:00:00.000Z,125,4,False,2018,Final,     ,105,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,Utah Jazz,San Antonio Spurs
10,48752,2019-02-09T00:00:00.000Z,125,4,False,2018,Final,     ,134,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,Washington Wizards,Chicago Bulls
11,48756,2019-02-10T00:00:00.000Z,102,4,False,2018,Final,     ,101,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,Dallas Mavericks,Portland Trail Blazers
12,48760,2019-02-10T00:00:00.000Z,143,4,False,2018,Final,     ,120,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,Philadelphia 76ers,Los Angeles Lakers
13,48757,2019-02-10T00:00:00.000Z,117,4,False,2018,Final,     ,104,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,Sacramento Kings,Phoenix Suns
14,48755,2019-02-09T00:00:00.000Z,83,4,False,2018,Final,     ,103,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,Orlando Magic,Milwaukee Bucks
15,48754,2019-02-09T00:00:00.000Z,112,4,False,2018,Final,     ,117,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,Oklahoma City Thunder,Houston Rockets
16,48759,2019-02-10T00:00:00.000Z,120,4,False,2018,Final,     ,118,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,16,MIA,Miami,East,Southeast,Miami Heat,Heat,Golden State Warriors,Miami Heat
17,48758,2019-02-10T00:00:00.000Z,108,4,False,2018,Final,     ,124,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,Orlando Magic,Atlanta Hawks
18,48766,2019-02-11T00:00:00.000Z,120,4,False,2018,Final,     ,104,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,Houston Rockets,Dallas Mavericks
19,48764,2019-02-11T00:00:00.000Z,127,4,False,2018,Final,     ,125,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,Toronto Raptors,Brooklyn Nets
20,48770,2019-02-12T00:00:00.000Z,117,4,False,2018,Final,     ,113,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,Atlanta Hawks,Los Angeles Lakers
21,48763,2019-02-11T00:00:00.000Z,99,4,False,2018,Final,     ,90,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,Indiana Pacers,Charlotte Hornets
22,48765,2019-02-11T00:00:00.000Z,99,4,False,2018,Final,     ,112,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,Milwaukee Bucks,Chicago Bulls
23,48774,2019-02-12T00:00:00.000Z,115,4,False,2018,Final,     ,108,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,Golden State Warriors,Utah Jazz
24,48772,2019-02-12T00:00:00.000Z,107,4,False,2018,Final,     ,108,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,San Antonio Spurs,Memphis Grizzlies
25,48775,2019-02-13T00:00:00.000Z,139,7,False,2018,Final,     ,148,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,Brooklyn Nets,Cleveland Cavaliers
26,48771,2019-02-12T00:00:00.000Z,109,4,False,2018,Final,     ,112,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,Boston Celtics,Philadelphia 76ers
27,48773,2019-02-12T00:00:00.000Z,88,4,False,2018,Final,     ,118,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,Orlando Magic,New Orleans Pelicans
28,48781,2019-02-13T00:00:00.000Z,121,4,False,2018,Final,     ,111,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,Minnesota Timberwolves,Houston Rockets
29,48787,2019-02-14T00:00:00.000Z,131,4,False,2018,Final,     ,122,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,New Orleans Pelicans,Oklahoma City Thunder
30,48776,2019-02-13T00:00:00.000Z,97,4,False,2018,Final,     ,106,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,Milwaukee Bucks,Indiana Pacers
31,48777,2019-02-13T00:00:00.000Z,118,4,False,2018,Final,     ,110,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,Boston Celtics,Detroit Pistons
32,48778,2019-02-13T00:00:00.000Z,111,4,False,2018,Final,     ,126,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,Philadelphia 76ers,New York Knicks
33,48780,2019-02-13T00:00:00.000Z,122,4,False,2018,Final,     ,110,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,Chicago Bulls,Memphis Grizzlies
34,48793,2019-02-21T00:00:00.000Z,98,4,False,2018,Final,     ,97,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,Milwaukee Bucks,Boston Celtics
35,48806,2019-02-23T00:00:00.000Z,112,4,False,2018,Final,     ,107,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,Cleveland Cavaliers,Memphis Grizzlies
36,48796,2019-02-22T00:00:00.000Z,109,4,False,2018,Final,     ,110,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,Chicago Bulls,Orlando Magic
37,48779,2019-02-13T00:00:00.000Z,129,4,False,2018,Final,     ,120,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,Toronto Raptors,Washington Wizards
38,48782,2019-02-13T00:00:00.000Z,101,4,False,2018,Final,     ,112,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,16,MIA,Miami,East,Southeast,Miami Heat,Heat,Miami Heat,Dallas Mavericks
39,48784,2019-02-13T00:00:00.000Z,129,4,False,2018,Final,     ,107,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,Portland Trail Blazers,Golden State Warriors
40,48791,2019-02-21T00:00:00.000Z,106,4,False,2018,Final,     ,102,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,16,MIA,Miami,East,Southeast,Miami Heat,Heat,Philadelphia 76ers,Miami Heat
41,48795,2019-02-21T00:00:00.000Z,111,4,False,2018,Final,     ,106,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,Los Angeles Lakers,Houston Rockets
42,48834,2019-02-27T00:00:00.000Z,113,4,False,2018,Final,     ,118,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,Houston Rockets,Charlotte Hornets
43,48802,2019-02-22T00:00:00.000Z,106,4,False,2018,Final,     ,112,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,13,LAC,LA,West,Pacific,LA Clippers,Clippers,LA Clippers,Memphis Grizzlies
44,48829,2019-02-25T00:00:00.000Z,110,4,False,2018,Final,     ,111,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,Philadelphia 76ers,New Orleans Pelicans
45,48833,2019-02-26T00:00:00.000Z,121,4,False,2018,Final,     ,112,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,Denver Nuggets,Oklahoma City Thunder
46,48844,2019-02-27T00:00:00.000Z,125,4,False,2018,Final,     ,119,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,Los Angeles Lakers,New Orleans Pelicans
47,48859,2019-03-02T00:00:00.000Z,112,4,False,2018,Final,     ,117,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,Orlando Magic,Indiana Pacers
48,48845,2019-02-28T00:00:00.000Z,122,4,False,2018,Final,     ,115,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,Indiana Pacers,Minnesota Timberwolves
49,48856,2019-03-01T00:00:00.000Z,109,4,False,2018,Final,     ,116,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,13,LAC,LA,West,Pacific,LA Clippers,Clippers,LA Clippers,Sacramento Kings
50,48872,2019-03-03T00:00:00.000Z,112,5,False,2018,Final,     ,107,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,Detroit Pistons,Toronto Raptors
51,48875,2019-03-04T00:00:00.000Z,127,4,False,2018,Final,     ,88,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,Brooklyn Nets,Dallas Mavericks
52,48887,2019-03-05T00:00:00.000Z,95,4,False,2018,Final,     ,128,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,Boston Celtics,Golden State Warriors
53,48897,2019-03-06T00:00:00.000Z,99,4,False,2018,Final,     ,115,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,Denver Nuggets,Los Angeles Lakers
54,48890,2019-03-06T00:00:00.000Z,132,4,False,2018,Final,     ,123,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,Washington Wizards,Dallas Mavericks
55,48907,2019-03-08T00:00:00.000Z,122,4,False,2018,Final,     ,105,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,Golden State Warriors,Denver Nuggets
56,48903,2019-03-08T00:00:00.000Z,126,4,False,2018,Final,     ,110,16,MIA,Miami,East,Southeast,Miami Heat,Heat,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,Miami Heat,Cleveland Cavaliers
57,48910,2019-03-09T00:00:00.000Z,112,4,False,2018,Final,     ,114,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,Brooklyn Nets,Atlanta Hawks
58,48937,2019-03-13T00:00:00.000Z,100,4,False,2018,Final,     ,90,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,Washington Wizards,Orlando Magic
59,48913,2019-03-09T00:00:00.000Z,131,4,False,2018,Final,     ,114,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,Milwaukee Bucks,Charlotte Hornets
60,48919,2019-03-10T00:00:00.000Z,105,4,False,2018,Final,     ,97,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,Memphis Grizzlies,Orlando Magic
61,48915,2019-03-10T00:00:00.000Z,131,4,False,2018,Final,     ,108,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,Detroit Pistons,Chicago Bulls
62,48925,2019-03-11T00:00:00.000Z,121,4,False,2018,Final,     ,115,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,Washington Wizards,Sacramento Kings
63,48921,2019-03-10T00:00:00.000Z,103,4,False,2018,Final,     ,92,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,Minnesota Timberwolves,New York Knicks
64,48932,2019-03-12T00:00:00.000Z,107,4,False,2018,Final,     ,123,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,Los Angeles Lakers,Chicago Bulls
65,48959,2019-03-16T00:00:00.000Z,121,4,False,2018,Final,     ,116,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,Dallas Mavericks,Cleveland Cavaliers
66,48947,2019-03-14T00:00:00.000Z,120,4,False,2018,Final,     ,100,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,Utah Jazz,Minnesota Timberwolves
67,48950,2019-03-15T00:00:00.000Z,123,4,False,2018,Final,     ,114,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,Philadelphia 76ers,Sacramento Kings
68,49001,2019-03-21T00:00:00.000Z,98,4,False,2018,Final,     ,118,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,Detroit Pistons,Phoenix Suns
69,48970,2019-03-17T00:00:00.000Z,129,4,False,2018,Final,     ,102,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,Sacramento Kings,Chicago Bulls
70,48977,2019-03-18T00:00:00.000Z,107,4,False,2018,Final,     ,116,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,16,MIA,Miami,East,Southeast,Miami Heat,Heat,Miami Heat,Oklahoma City Thunder
71,48995,2019-03-20T00:00:00.000Z,114,5,False,2018,Final,     ,123,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,Toronto Raptors,Oklahoma City Thunder
72,49007,2019-03-22T00:00:00.000Z,111,4,False,2018,Final,     ,105,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,Houston Rockets,San Antonio Spurs
73,49062,2019-03-30T00:00:00.000Z,99,4,False,2018,Final,     ,90,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,Detroit Pistons,Portland Trail Blazers
74,49013,2019-03-23T00:00:00.000Z,83,4,False,2018,Final,     ,114,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,Utah Jazz,Chicago Bulls
75,49022,2019-03-24T00:00:00.000Z,90,4,False,2018,Final,     ,113,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,Houston Rockets,New Orleans Pelicans
76,49026,2019-03-25T00:00:00.000Z,119,4,False,2018,Final,     ,98,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,Orlando Magic,Philadelphia 76ers
77,49033,2019-03-26T00:00:00.000Z,112,4,False,2018,Final,     ,103,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,Toronto Raptors,Chicago Bulls
78,49052,2019-03-28T00:00:00.000Z,116,4,False,2018,Final,     ,110,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,San Antonio Spurs,Cleveland Cavaliers
79,49058,2019-03-29T00:00:00.000Z,129,4,False,2018,Final,     ,115,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,Los Angeles Lakers,Charlotte Hornets
80,49070,2019-03-31T00:00:00.000Z,102,4,False,2018,Final,     ,130,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,Los Angeles Lakers,New Orleans Pelicans
81,49076,2019-04-01T00:00:00.000Z,110,4,False,2018,Final,     ,105,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,16,MIA,Miami,East,Southeast,Miami Heat,Heat,Boston Celtics,Miami Heat
82,49085,2019-04-02T00:00:00.000Z,117,4,False,2018,Final,     ,111,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,San Antonio Spurs,Atlanta Hawks
83,49101,2019-04-04T00:00:00.000Z,90,4,False,2018,Final,     ,108,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,Golden State Warriors,Los Angeles Lakers
84,49098,2019-04-03T00:00:00.000Z,116,4,False,2018,Final,     ,89,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,Portland Trail Blazers,Memphis Grizzlies
85,49089,2019-04-03T00:00:00.000Z,114,4,False,2018,Final,     ,100,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,Orlando Magic,New York Knicks
86,49113,2019-04-05T00:00:00.000Z,119,4,False,2018,Final,     ,110,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,Denver Nuggets,Portland Trail Blazers
87,49130,2019-04-07T00:00:00.000Z,129,4,False,2018,Final,     ,133,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,New Orleans Pelicans,Sacramento Kings
88,49104,2019-04-05T00:00:00.000Z,149,4,False,2018,Final,     ,113,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,Orlando Magic,Atlanta Hawks
89,49120,2019-04-07T00:00:00.000Z,126,4,False,2018,Final,     ,132,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,Oklahoma City Thunder,Minnesota Timberwolves
90,49133,2019-04-09T00:00:00.000Z,97,4,False,2018,Final,     ,124,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,Charlotte Hornets,Cleveland Cavaliers
91,49142,2019-04-09T00:00:00.000Z,101,4,False,2018,Final,     ,104,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,Portland Trail Blazers,Los Angeles Lakers
92,49143,2019-04-10T00:00:00.000Z,134,4,False,2018,Final,     ,135,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,Indiana Pacers,Atlanta Hawks
93,48788,2019-02-14T00:00:00.000Z,127,4,False,2018,Final,     ,89,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,Orlando Magic,Charlotte Hornets
94,48783,2019-02-13T00:00:00.000Z,120,4,False,2018,Final,     ,118,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,Denver Nuggets,Sacramento Kings
95,48807,2019-02-23T00:00:00.000Z,112,4,False,2018,Final,     ,119,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,Indiana Pacers,Washington Wizards
96,48792,2019-02-21T00:00:00.000Z,99,4,False,2018,Final,     ,113,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,Portland Trail Blazers,Brooklyn Nets
97,48790,2019-02-21T00:00:00.000Z,111,4,False,2018,Final,     ,98,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,Cleveland Cavaliers,Phoenix Suns
98,48837,2019-02-27T00:00:00.000Z,116,4,False,2018,Final,     ,125,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,Washington Wizards,Brooklyn Nets
99,48799,2019-02-22T00:00:00.000Z,126,4,False,2018,Final,     ,111,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,Indiana Pacers,New Orleans Pelicans
0,48800,2019-02-22T00:00:00.000Z,104,4,False,2018,Final,     ,115,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,Minnesota Timberwolves,New York Knicks
1,48798,2019-02-22T00:00:00.000Z,123,4,False,2018,Final,     ,110,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,Charlotte Hornets,Washington Wizards
2,48825,2019-02-25T00:00:00.000Z,101,4,False,2018,Final,     ,85,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,Brooklyn Nets,San Antonio Spurs
3,48797,2019-02-22T00:00:00.000Z,120,4,False,2018,Final,     ,117,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,Toronto Raptors,San Antonio Spurs
4,48803,2019-02-22T00:00:00.000Z,104,4,False,2018,Final,     ,114,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,Denver Nuggets,Dallas Mavericks
5,48805,2019-02-23T00:00:00.000Z,115,4,False,2018,Final,     ,117,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,Brooklyn Nets,Charlotte Hornets
6,48823,2019-02-25T00:00:00.000Z,121,4,False,2018,Final,     ,124,16,MIA,Miami,East,Southeast,Miami Heat,Heat,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,Phoenix Suns,Miami Heat
7,48810,2019-02-23T00:00:00.000Z,128,4,False,2018,Final,     ,115,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,New Orleans Pelicans,Los Angeles Lakers
8,48811,2019-02-23T00:00:00.000Z,126,4,False,2018,Final,     ,116,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,Chicago Bulls,Boston Celtics
9,48828,2019-02-25T00:00:00.000Z,112,4,False,2018,Final,     ,105,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,Minnesota Timberwolves,Sacramento Kings
10,48842,2019-02-27T00:00:00.000Z,111,4,False,2018,Final,     ,105,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,13,LAC,LA,West,Pacific,LA Clippers,Clippers,Utah Jazz,LA Clippers
